precinct,maximum_ticketed_car_type,percentage_maximum_ticketed_car_type,maximum_ticketed_vehicle_color,percentage_maximum_ticketed_vehicle_color,maximum_ticketed_violation_code,maximum_ticketed_violation_definition,maximum_ticketed_plate_type,percent_maximum_ticketed_plate_type,quotas_condition_met,max_tickets_issued_time_of_day,collisions,time
122,Suburban,50.0,BLACK,32.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,91.0,True,Morning,298.0,2-2019
123,Suburban,45.0,GRAY,34.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,92.0,True,Morning,124.0,2-2019
1,Van,41.0,WHITE,49.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,commercial,49.0,False,Afternoon,229.0,3-2019
5,Suburban,30.0,WHITE,41.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,58.0,False,Afternoon,141.0,3-2019
6,Van,37.0,WHITE,47.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,50.0,False,Morning,81.0,3-2019
7,Suburban,33.0,WHITE,36.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,63.0,False,Afternoon,98.0,3-2019
9,Van,31.0,WHITE,45.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,55.0,False,Morning,110.0,3-2019
10,Van,35.0,WHITE,55.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,49.0,False,Morning,242.0,3-2019
13,Van,32.0,WHITE,52.0,69.0,"Failing to show a parking meter receipt, commercial meter zone.",passenger,49.0,False,Afternoon,195.0,3-2019
14,Van,35.0,WHITE,57.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,48.0,False,Afternoon,221.0,3-2019
17,Van,30.0,WHITE,52.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,51.0,False,Morning,256.0,3-2019
18,Van,35.0,WHITE,59.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,47.0,False,Morning,289.0,3-2019
19,Van,40.0,WHITE,47.0,46.0,"Standing or parking on the roadway side of a vehicle stopped, or parked at the curb.",passenger,48.0,False,Morning,347.0,3-2019
20,Van,38.0,WHITE,45.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,52.0,False,Morning,130.0,3-2019
22,Van,36.0,WHITE,44.0,20.0,General No Parking: No parking where parking is not allowed by sign.,commercial,58.0,True,Morning,5.0,3-2019
23,Suburban,35.0,WHITE,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,66.0,False,Morning,110.0,3-2019
24,Van,34.0,WHITE,42.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,56.0,False,Morning,99.0,3-2019
25,Suburban,35.0,WHITE,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,69.0,False,Morning,162.0,3-2019
26,Suburban,34.0,WHITE,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,68.0,False,Morning,69.0,3-2019
28,Suburban,35.0,WHITE,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,69.0,False,Morning,67.0,3-2019
30,Suburban,39.0,WHITE,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,76.0,False,Morning,74.0,3-2019
32,Suburban,41.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,False,Morning,124.0,3-2019
33,Suburban,36.0,WHITE,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,68.0,False,Morning,130.0,3-2019
34,Suburban,39.0,WHITE,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,74.0,False,Afternoon,142.0,3-2019
40,Suburban,39.0,BLACK,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,78.0,False,Afternoon,326.0,3-2019
41,Suburban,38.0,WHITE,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,75.0,False,Morning,153.0,3-2019
42,Suburban,41.0,BLACK,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,False,Morning,134.0,3-2019
43,Suburban,40.0,BLACK,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,78.0,False,Morning,311.0,3-2019
44,Suburban,41.0,BLACK,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,75.0,False,Afternoon,294.0,3-2019
45,Suburban,42.0,BLACK,29.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,84.0,False,Afternoon,264.0,3-2019
46,Suburban,41.0,BLACK,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,76.0,False,Afternoon,215.0,3-2019
47,Suburban,40.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,False,Morning,319.0,3-2019
48,Suburban,43.0,BLACK,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,False,Afternoon,216.0,3-2019
49,Suburban,41.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,False,Morning,219.0,3-2019
50,Suburban,42.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,False,Afternoon,181.0,3-2019
52,Suburban,42.0,BLACK,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,77.0,False,Afternoon,300.0,3-2019
60,Suburban,45.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,False,Morning,203.0,3-2019
61,Suburban,52.0,BLACK,35.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,86.0,False,Afternoon,293.0,3-2019
62,Suburban,49.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,False,Morning,241.0,3-2019
63,Suburban,48.0,BLACK,32.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,87.0,False,Afternoon,217.0,3-2019
66,Suburban,63.0,BLACK,36.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,84.0,False,Afternoon,274.0,3-2019
67,Suburban,42.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Morning,303.0,3-2019
68,Suburban,49.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,252.0,3-2019
69,Suburban,39.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Morning,166.0,3-2019
70,Suburban,47.0,BLACK,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,84.0,False,Afternoon,277.0,3-2019
71,Suburban,46.0,GRAY,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Morning,171.0,3-2019
72,Suburban,50.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,84.0,False,Morning,239.0,3-2019
73,Suburban,42.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,198.0,3-2019
75,4 Door Sedan,44.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Morning,518.0,3-2019
76,Suburban,52.0,GRAY,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,81.0,False,Morning,129.0,3-2019
77,Suburban,44.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,86.0,False,Morning,166.0,3-2019
78,Suburban,52.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,142.0,3-2019
79,Suburban,49.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,185.0,3-2019
81,Suburban,43.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,False,Morning,103.0,3-2019
83,Suburban,43.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,89.0,False,Morning,190.0,3-2019
84,Suburban,38.0,WHITE,30.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,71.0,False,Morning,237.0,3-2019
88,Suburban,44.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,81.0,False,Afternoon,142.0,3-2019
90,Suburban,56.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,False,Morning,289.0,3-2019
94,Suburban,46.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,False,Morning,199.0,3-2019
100,Suburban,46.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,88.0,False,Afternoon,57.0,3-2019
101,Suburban,41.0,GRAY,35.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,93.0,False,Morning,79.0,3-2019
102,Suburban,41.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,79.0,False,Morning,318.0,3-2019
103,4 Door Sedan,40.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,False,Afternoon,271.0,3-2019
104,Suburban,44.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,False,Morning,312.0,3-2019
105,Suburban,40.0,GRAY,29.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,85.0,False,Afternoon,601.0,3-2019
106,Suburban,45.0,BLACK,32.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,82.0,False,Afternoon,379.0,3-2019
107,Suburban,43.0,BLACK,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Morning,370.0,3-2019
108,Suburban,41.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,75.0,False,Afternoon,417.0,3-2019
109,Suburban,48.0,WHITE,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,75.0,False,Morning,606.0,3-2019
110,Suburban,45.0,BLACK,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,75.0,False,Morning,329.0,3-2019
111,Suburban,48.0,BLACK,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,88.0,False,Afternoon,335.0,3-2019
112,Suburban,44.0,BLACK,29.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,80.0,False,Morning,237.0,3-2019
113,4 Door Sedan,41.0,GRAY,31.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,83.0,False,Afternoon,365.0,3-2019
114,Suburban,42.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,78.0,False,Morning,379.0,3-2019
115,Suburban,44.0,WHITE,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,74.0,False,Morning,281.0,3-2019
120,Suburban,44.0,GRAY,32.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,92.0,False,Morning,163.0,3-2019
121,Suburban,47.0,GRAY,31.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,92.0,False,Morning,237.0,3-2019
122,Suburban,49.0,BLACK,32.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,92.0,False,Morning,259.0,3-2019
123,Suburban,47.0,BLACK,30.0,71.0,Standing or parking a vehicle without showing a current New York inspection sticker.,passenger,92.0,False,Morning,135.0,3-2019
1,Van,42.0,WHITE,50.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,commercial,50.0,True,Afternoon,222.0,4-2019
5,Van,31.0,WHITE,41.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,55.0,False,Afternoon,175.0,4-2019
6,Van,39.0,WHITE,49.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,48.0,True,Morning,106.0,4-2019
7,Suburban,31.0,WHITE,37.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,61.0,False,Morning,114.0,4-2019
9,Van,32.0,WHITE,46.0,20.0,General No Parking: No parking where parking is not allowed by sign.,passenger,53.0,False,Afternoon,87.0,4-2019
10,Van,32.0,WHITE,52.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,51.0,True,Afternoon,218.0,4-2019
13,Van,34.0,WHITE,54.0,69.0,"Failing to show a parking meter receipt, commercial meter zone.",passenger,48.0,True,Afternoon,185.0,4-2019
14,Van,36.0,WHITE,58.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,45.0,True,Afternoon,230.0,4-2019
17,Van,33.0,WHITE,53.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,passenger,49.0,True,Morning,248.0,4-2019
18,Van,37.0,WHITE,61.0,14.0,General No Standing: Standing or parking where standing is not allowed by sign.,commercial,46.0,True,Morning,291.0,4-2019
19,Van,40.0,WHITE,48.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,48.0,True,Morning,317.0,4-2019
20,Van,39.0,WHITE,44.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,52.0,True,Morning,114.0,4-2019
22,Van,40.0,WHITE,46.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,48.0,,Morning,9.0,4-2019
23,Suburban,35.0,WHITE,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,66.0,True,Morning,138.0,4-2019
24,Van,33.0,WHITE,43.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,56.0,True,Morning,85.0,4-2019
25,Suburban,37.0,WHITE,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,70.0,False,Morning,164.0,4-2019
26,Suburban,33.0,WHITE,38.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,68.0,True,Morning,55.0,4-2019
28,Suburban,33.0,WHITE,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,67.0,True,Morning,64.0,4-2019
30,Suburban,39.0,WHITE,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,76.0,True,Morning,56.0,4-2019
32,Suburban,40.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,True,Night,130.0,4-2019
33,Suburban,35.0,WHITE,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,66.0,True,Morning,128.0,4-2019
34,Suburban,39.0,WHITE,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,74.0,False,Afternoon,145.0,4-2019
40,Suburban,39.0,BLACK,27.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,78.0,False,Morning,303.0,4-2019
41,Suburban,39.0,WHITE,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,77.0,True,Morning,147.0,4-2019
42,Suburban,42.0,BLACK,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,True,Morning,118.0,4-2019
43,Suburban,42.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,79.0,False,Morning,332.0,4-2019
44,Suburban,41.0,BLACK,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,76.0,True,Morning,291.0,4-2019
45,Suburban,42.0,BLACK,29.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,83.0,False,Afternoon,256.0,4-2019
46,Suburban,41.0,BLACK,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,76.0,False,Afternoon,191.0,4-2019
47,Suburban,39.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,84.0,True,Morning,303.0,4-2019
48,Suburban,43.0,BLACK,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,80.0,True,Morning,197.0,4-2019
49,Suburban,42.0,GRAY,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,True,Morning,209.0,4-2019
50,Suburban,42.0,BLACK,29.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,True,Morning,164.0,4-2019
52,Suburban,42.0,BLACK,28.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,79.0,True,Morning,257.0,4-2019
60,Suburban,48.0,BLACK,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,False,Morning,157.0,4-2019
61,Suburban,53.0,BLACK,35.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,84.0,True,Afternoon,265.0,4-2019
62,Suburban,49.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,82.0,True,Morning,273.0,4-2019
63,Suburban,46.0,GRAY,31.0,38.0,Parking Meter - Failing to show a receipt or tag in the windshield.,passenger,87.0,True,Afternoon,235.0,4-2019
66,Suburban,62.0,GRAY,34.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,True,Morning,239.0,4-2019
67,Suburban,41.0,GRAY,30.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,True,Morning,312.0,4-2019
68,Suburban,49.0,BLACK,33.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,85.0,False,Afternoon,236.0,4-2019
69,Suburban,41.0,GRAY,32.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,87.0,False,Morning,185.0,4-2019
70,Suburban,45.0,GRAY,31.0,21.0,Street Cleaning: No parking where parking is not allowed by sign.,passenger,83.0,True,Morning,261.0,4-2019
